"Gene symbol","CD4_Tcell","NK_cell","M2","M1","DC_cell","T_helper","Treg","CD8_Tcell","memory_CD8_Tcell"
"ACACB",124.322878297838,133.239173527562,145.506621859754,250.043882725324,96.2924313092934,236.976961608403,171.399014009852,190.179640777057,162.132836847792
"RIF1",132.153058103864,40.2248740903538,55.3735073597332,45.7748578262698,27.3417844919635,26.5638619311157,176.828928143813,44.6360976905968,85.656985459274
"ITGB3",59.1806238661189,52.9748245735714,50.2869448156443,76.6633427395576,129.554785804802,59.1490052151689,32.122226738823,53.1090566991568,25.2731222288105
"UBE2A",667.853102657807,853.65126035264,997.701200344062,947.755753957341,1326.13092483835,649.771204565753,422.357833846839,274.254218177475,244.172006594377
"SNX19",17.7775671430569,32.2799401809833,25.6082009873862,41.4095035062151,24.3322107506246,18.0547182299229,155.654394723671,15.4298058095498,112.929062197373
"BCL10",15.6399392098556,222.994064533374,10.4848913032779,14.8561718102063,12.6911069058918,10.8029692970936,208.02736352592,136.947298815249,163.694665767086
"UBTD2",45.2770481747758,44.6713051192474,387.786561931637,188.501409380639,303.211781233108,203.554315815439,75.7950117911952,81.1436897010659,19.6136073986526
"TRIM24",123.193984375524,229.222602839796,258.095468254314,107.542529468338,245.554678512709,221.785771004421,50.249401223703,246.357571229909,86.4594647639833
"SNX25",30.9592796795673,56.9082732588356,37.1788695592331,26.792401577144,28.5411487941946,39.7145843741979,167.916768777169,36.7040918086736,191.863238017174
"ZNF506",23.6391949629593,15.1860209662847,9.05864960355481,9.47187144222845,8.601748797916,9.91358591848462,344.768462374571,23.408522952185,285.679756672988
"ZNF503",13.7277853996001,19.4151843392596,107.48861127265,29.2288365725371,78.8178231786732,19.8728103049141,28.1661212679543,20.7327559832096,14.8715436477233
"UBTF",15.7707350674159,83.8024780430457,78.611092787696,38.5085527802168,25.2978083710906,71.0397697203032,116.54303689382,92.0131402659061,266.736787434433
"ZC4H2",73.0985558921196,61.4520826430797,52.7187040198609,52.5962851078833,46.6635447735025,110.984623480657,20.235596893638,111.787572384754,48.7948674855474
"CASTOR3",30.6374007421456,46.2358017262827,31.6682447195584,30.5485394461599,24.1293391715781,29.7166173958954,62.6365349540889,34.0524335805296,114.126578165328
"FLCN",19.3493875827414,19.0685534616072,33.9467840016195,38.4654958284786,21.6884192260147,27.2596285791624,104.297263831809,24.7452206246376,64.71895912599
"CLDN1",23.1509260799079,12.9792624587378,12.9327663589344,14.3533889116712,13.4119583226758,84.7727686100695,50.0355818566333,14.3480224236761,10.009014316093
"SRF",328.281126769456,174.535899723652,130.797939176073,133.360859750045,121.378745102359,282.971706646467,707.171586736885,132.19950823572,260.689560491028
"ARFGEF2",28.8698758818278,37.826634029277,71.8447583867408,97.7416124563642,79.0249328985438,28.6779103685014,150.480058019709,25.8836290239451,130.361811978199
"INO80D",31.6895660765385,26.0892668937405,19.4778292917314,62.4568541553337,24.3460108896375,75.270153057737,286.858508475057,186.040511332003,635.555586294472
"C21orf58",68.5535750974454,61.7960406202983,57.3346346892539,61.7558114112168,48.0809001264258,128.897993872418,97.0656544495561,95.8291056979777,53.4594096153165
"SOCS2",12.3177342247516,162.002638508889,11.2073167106158,16.978840097213,60.3065583954829,29.7569137621843,1126.61353982474,11.5219739816623,70.5748376598931
"DPH5",816.938123656147,544.854421304995,311.023978610832,249.348981516474,232.92739222304,755.060795038609,217.735675650739,1240.27042443787,304.216374870698
"RDH11",191.73634155778,377.591767435424,756.57169877669,541.652774238374,1660.65653078349,284.29560776608,147.061520885526,247.192129687336,144.297550542741
"UTP23",747.255085458674,537.005107633054,292.109000270928,149.580365119365,275.332575540411,375.310280800081,146.503772035699,538.894480457665,73.2807823143078
"NUP133",393.563058684483,186.541718104821,355.135063851681,144.758675257584,289.327771773472,636.081580641567,118.003799322371,334.504080572243,115.74435316306
"GOLGA7",331.707540923692,630.511117979907,490.569931744406,445.908070180969,453.831047548031,132.974518246425,837.675111825991,135.090929513211,785.646221923312
"FXR1",134.481881130613,541.110527680325,348.916980584261,191.306091238964,232.237156069401,166.449185429917,1331.88333392528,184.341744695068,1416.20902500481
"DLG3",132.672449098235,114.920948891128,50.6149616597579,68.1594363492196,56.5907950098335,80.5538143880017,72.3894474958561,114.996408958535,249.651627236288
"TRIM8",42.543564233763,30.3712314300176,39.0573726841601,48.991854560758,40.5615112362363,42.3200961469711,221.391649956602,43.2961548750324,294.313008516021
"MAPK6",532.902577204494,682.192696768611,1329.80685094695,1737.69961630337,1118.55617774952,676.798706053616,855.814907878892,342.663329911674,177.334693454364
"EWSR1",444.715845655819,288.156848935442,75.9670029472158,42.9643153424384,55.5826610158775,118.48963062917,165.240726720912,263.051961931392,742.103448023179
"DPY19L2",7.08939738354154,7.72248144790395,6.45759964389794,6.69738544595701,6.19428172333822,12.4898738463273,7.03503694549758,22.7982471262203,6.27918796732971
"WIPF1",3233.49799393751,4467.59440523327,1773.5238301529,1092.25121857928,1868.45098148273,1161.38049948039,278.790192574142,2390.03992016647,1166.7704190094
"SULT1A1",275.871574417278,276.257917071056,661.590175192546,301.401440111993,637.810925284428,256.500530602491,65.0913531113602,365.858761914148,706.289089395099
"TMEM135",749.698133452069,1360.29797977337,801.008643342874,973.928127400898,1052.8542369123,319.228135422614,2227.13763078217,314.947816722657,2011.25528973559
"NFE2L1",168.501777495805,149.344883285084,441.270961043346,457.256858746188,581.200244636872,250.261230259591,180.007973213388,99.9405325066534,173.231142189625
"TMX1",212.433429073189,287.842138519301,437.756260181489,723.289801824537,734.485398397722,217.429969803962,2182.01227154123,86.566744486971,752.443006804504
"TBRG1",28.0053586668348,68.0794510986021,25.6711852107136,20.751144451901,24.1254592410002,20.3696600753879,18.5947764682685,64.0361203845145,96.9781616044214
"TCF7L2",41.13917621448,127.497575255933,82.2046443705699,184.602464076206,89.4728768841776,46.4854720221031,21.4986848100223,74.7559237691021,52.7988645733061
"RPRD2",19.7009732900136,64.1872345507911,27.1426184644246,20.6906849465506,25.2944155558948,19.3806358619895,40.0870403145425,41.1005843345421,157.947358550846
"DHX30",28.2909947570466,67.3688375168814,41.2874382017111,54.3401446193188,42.6859682700274,48.9750819009901,124.733917134679,55.6529786415566,130.221603652025
"NSL1",55.8606323460162,60.7669088404127,60.0030944714458,64.6602419171093,37.7397510204529,69.2571924693912,47.8044494593117,96.9126441100728,49.6104796285796
"ZC3HAV1",1197.66357907503,1707.86710152409,556.182676756791,635.121368600071,727.38103465606,599.9768394209,755.450281445696,4076.20247455966,541.233189221358
"VWA3A",99.4939571571921,63.5805900439457,60.2067776774762,19.7298351943961,61.5161581157222,65.9789082144035,41.6858832898065,87.852838808323,36.7236741399898
"NKIRAS2",101.195547212024,136.609310263448,333.652614819124,306.10249629436,317.777022214436,185.301275268892,177.573870681334,148.771565263352,98.6232916564751
"SYNJ2",475.233589772752,170.282928916529,22.814355603387,25.9882665079107,283.031437896658,148.567011644838,379.95374829559,178.645405480572,69.8571800013779
"PRSS23",24.2129339454086,1422.51140099402,32.27316134376,25.3011227229432,32.001796687929,55.7157767175982,32.2200091804695,31.813186974648,229.772925057199
"SP2",11.2356524610452,11.9204062592418,9.02124781361376,9.56624008992154,9.49935461337356,8.46497613037126,19.5061547194138,9.61731384736029,115.321764013475
"EFCAB13",12.8103589866741,13.7526239434428,13.8009531143801,12.9978986613896,17.7735689510319,12.8134494129344,245.102348919052,25.0091652625478,36.6765491790099
"DICER1",16.9286027954297,45.7112067289293,24.4469401590685,21.8917442139013,20.9803814053481,17.3393149994805,61.264481546653,24.7266347533388,81.0115384411838
"SNTB2",14.4454275526643,14.9449949043322,11.8212689146655,15.8012304382345,12.7305954933213,14.0397661419638,20.5945043496399,13.302458522085,67.6815404572857
"G6PC3",52.1947212109883,46.0477257585088,189.185931657124,194.655054957467,80.5107207976475,94.3558459699081,98.60329824979,59.8508155125805,74.1569498206112
"PLPP1",101.720665805097,63.7081261985335,34.4988651573116,75.9237317855932,81.3043140848153,315.923840327911,251.375371774958,399.337847341918,115.89889489701
"CHN2",51.0397019749916,64.1511178606891,115.845404139766,62.6282863931155,58.5747911493176,54.8738159557114,32.3032630915699,36.5306874983356,90.293861102396
"NEDD4L",12.2141367690721,12.2458414137055,40.0857343835232,10.7161665230224,25.6208778042026,12.7252227039886,9.0410635827701,15.5514370991151,7.10534893402706
"ADPGK",153.436616279267,110.282685972955,534.750086302717,444.741585570833,404.904397109549,84.3521537516752,331.475745465147,68.9013812748584,109.157125602404
"INTS6",17.2918221752839,18.8870306605461,10.6447340458041,11.9343410031752,10.8324749854265,11.1269169461739,91.6823424640624,11.0710565111974,32.6339564217295
"PMEPA1",109.068826004299,23.9029785746087,54.7980252964086,46.4368272578728,40.5644774874411,48.9892737777301,471.576331242227,40.1983115490837,36.4624854419752
